gene	pfam	humanog	tf	Spis_alga-hosting_cells	Spis_gastrodermis	Xesp_alga-hosting_cells	Xesp_gastrodermis
Spis_XP_022805025_1	""	zinc_finger_protein_608	FALSE	FALSE	FALSE	TRUE	FALSE
Spis6630_1	Methyltransf_11/	methyltransferase_like_27	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022798337_1	""	""	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022792555_1	AMP-binding/	acyl_CoA_synthetase_long_chain_family_member_4	FALSE	TRUE	FALSE	TRUE	FALSE
Spis_XP_022779176_1	Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/C4/C4/	Collagen.HG2.5:COL4A1/COL4A2/COL4A3/COL4A5/COL4A6	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022779213_1	Collagen/Collagen/Collagen/Collagen/Collagen/VWA/Collagen/Collagen/C4/C4/	Collagen.HG2.5:COL4A1/COL4A2/COL4A3/COL4A5/COL4A6	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022793848_1	Tetraspanin/	tetraspanin_31	FALSE	TRUE	TRUE	TRUE	FALSE
Spis_XP_022783038_1	Pkinase/PTEN_C2/	Pkinase.HG175.0:GAK	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022779555_1	SYS1/	SYS1_golgi_trafficking_protein	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022798415_1	Acyltransferase/	transmembrane_protein_68	FALSE	FALSE	TRUE	TRUE	FALSE
Spis_XP_022795982_1	UBX/	Fas_associated_factor_1	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022806797_1	Chitin_synth_2/SAM_2/SAM_2/	SAM.HG3.0:like:ANKS1A/ANKS1B/CASKIN1/CASKIN2/INPPL1/SAMD5/SAMSN1/SASH1/SASH3:likeclu:2/5/6/8	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022805109_1	MgtE/MgtE/	solute_carrier_family_41_member_1	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022800195_1	Aconitase/Aconitase_C/	aconitase_1	FALSE	TRUE	FALSE	TRUE	FALSE
Spis_XP_022780518_1	Hydrolase/	phosphoserine_phosphatase	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022806075_1	GGA_N-GAT/GAT/Alpha_adaptinC2/	golgi_associated_gamma_adaptin_ear_containing_ARF_binding_protein_1	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022794510_1	Cullin/Cullin_Nedd8/	cullin_1	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022781924_1	GrpE/	GrpE_like_1_mitochondrial	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022788843_1	VHS/UIM/SH3_1/	signal_transducing_adaptor_molecule	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022807341_1	adh_short/MaoC_dehydratas/SCP2/	sterol_dehydrogenase.HG16.1:HSD17B4	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022785601_1	Helicase_C_3/ResIII/ERCC3_RAD25_C/	ERCC_excision_repair_3_TFIIH_core_complex_helicase_subunit	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022791525_1	""	""	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022805694_1	""	""	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022790267_1	CTP_transf_like/	phosphate_cytidylyltransferase_1_choline_beta	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022800644_1	CUB/FXa_inhibition/CUB/Sushi/Sushi/Trypsin/	mannan_binding_lectin_serine_peptidase_1	FALSE	TRUE	TRUE	TRUE	FALSE
Spis_XP_022781769_1	Aminotran_4/	branched_chain_amino_acid_transaminase_1	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022780311_1	FCH/SH3_1/	formin_binding_protein_1	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022780136_1	Sugar_tr/	Sugar_tr.HG6.3:SLC2A1/SLC2A14/SLC2A2/SLC2A3/SLC2A4	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022789318_1	Glyco_hydro_38N/Alpha-mann_mid/Glyco_hydro_38C/Glyco_hydro38C2/	mannosidase_alpha_class_2B_member_1	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022782400_1	Glyco_hydro_1/	lactase	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022803418_1	Pyridoxal_deC/	sphingosine_1_phosphate_lyase_1	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022799413_1	AA_permease_2/	solute_carrier_family_7_member_9	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022793193_1	AA_permease_2/	solute_carrier_family_7_member_9	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022786079_1	CoaE/	dephospho_CoA_kinase_domain_containing	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022795914_1	NAAA-beta/CBAH/	N_acylsphingosine_amidohydrolase_1	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022795915_1	NAAA-beta/CBAH/	N_acylsphingosine_amidohydrolase_1	FALSE	TRUE	FALSE	TRUE	FALSE
Spis_XP_022800499_1	Pkinase_Tyr/	Pkinase.HG135.1:NA	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022800423_1	TPR_8/TPR_8/	tetratricopeptide_repeat_domain_7B	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022801366_1	Viral_alk_exo/	""	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022787361_1	FAT/PI3_PI4_kinase/FATC/	transformation_transcription_domain_associated_protein	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022792354_1	Sema/PSI/TSP_1/TSP_1/	semaphorin_5A	FALSE	TRUE	TRUE	TRUE	FALSE
Spis_XP_022782931_1	""	hemicentin_1	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022790398_1	""	hemicentin_2	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022797711_1	VWA_2/	von_Willebrand_factor_A_domain_containing_7	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022797734_1	""	von_Willebrand_factor_A_domain_containing_7	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022793661_1	""	von_Willebrand_factor_A_domain_containing_7	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022797736_1	""	von_Willebrand_factor_A_domain_containing_7	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022802236_1	""	""	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022797741_1	""	hemicentin_1	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022786058_1	Death/	""	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022789209_1	Death/NACHT/	NLR_family_pyrin_domain_containing_3	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022810335_1	NACHT/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/	NLR_family_CARD_domain_containing_4	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022792577_1	PTR2/	solute_carrier_family_15_member_4	FALSE	TRUE	FALSE	TRUE	TRUE
Spis_XP_022792593_1	PTR2/	solute_carrier_family_15_member_4	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022792601_1	PTR2/	solute_carrier_family_15_member_4	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022792580_1	PTR2/	solute_carrier_family_15_member_4	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022792579_1	PTR2/	solute_carrier_family_15_member_4	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022792573_1	PTR2/	solute_carrier_family_15_member_4	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022792606_1	PTR2/PTR2/	solute_carrier_family_15_member_4	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022788616_1	""	""	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022790068_1	GBP/GBP_C/	guanylate_binding_protein_7	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022785056_1	Med12/Med12-LCEWAV/	mediator_complex_subunit_12L	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022799784_1	NTP_transf_2/PAP_assoc/	terminal_nucleotidyltransferase_4B	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022783481_1	7tm_2/	GPCR-secretin.HG8.1:GPR157	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022782915_1	7tm_2/	GPCR-secretin.HG8.1:GPR157	FALSE	TRUE	FALSE	TRUE	FALSE
Spis_XP_022790252_1	7tm_2/	GPCR-secretin.HG8.1:GPR157	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022782681_1	7tm_2/	GPCR-secretin.HG8.1:GPR157	FALSE	TRUE	TRUE	TRUE	FALSE
Spis_XP_022781175_1	Dicty_CAR/	GPCR-secretin.HG8.1:GPR157	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022781628_1	7tm_2/	GPCR-secretin.HG8.1:GPR157	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022789615_1	7tm_2/	GPCR-secretin.HG8.1:GPR157	FALSE	TRUE	FALSE	TRUE	FALSE
Spis_XP_022795794_1	RRM_7/CEBP_ZZ/	RRM.HG27.4:AC010724/AC245033/CPEB1	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022777828_1	fn3/PTP_tm/SRCR/	protein_tyrosine_phosphatase_receptor_type_K	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022779782_1	PP2C_2/	PP2C-like domain-containing protein CG9801 isoform X1	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022790465_1	Peptidase_C1/	cathepsin_Z	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022790425_1	CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/CIMR/	insulin_like_growth_factor_2_receptor	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022799002_1	His_Phos_2/	acid_phosphatase_3	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022802176_1	""	ring_finger_protein_213	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022802192_1	AAA_5/	ring_finger_protein_213	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022802163_1	""	""	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022802169_1	""	ring_finger_protein_213	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022800370_1	TMEM131_like/	transmembrane_protein_131	FALSE	TRUE	FALSE	TRUE	FALSE
Spis_XP_022805999_1	RRM_1/RRM_1/RRM_1/DND1_DSRM/	RRM.HG11.4:A1CF/RBM46/RBM47	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022799019_1	Cystatin/Inhibitor_I29/Peptidase_C1/	cathepsin_F	FALSE	TRUE	TRUE	TRUE	FALSE
Spis_XP_022780877_1	Inhibitor_I29/Peptidase_C1/	cathepsin_V	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022805144_1	PAP2_3/	inositol phosphorylceramide synthase catalytic subunit aur1-like	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022803159_1	Ras/RhoGAP-FF1/FF/RhoGAP/	Rho_GTPase_activating_protein_5	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022797494_1	Peptidase_S9/	acylaminoacyl_peptide_hydrolase	FALSE	TRUE	FALSE	TRUE	FALSE
Spis_XP_022791774_1	Sterol-sensing/HMG-CoA_red/	Patched.HG9.0:HMGCR	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022805787_1	DUF1011/	solute_carrier_family_52_member_3	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022805783_1	DUF1011/	solute_carrier_family_52_member_3	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022792892_1	EF-hand_8/EF-hand_5/Mito_carr/Mito_carr/Mito_carr/	solute_carrier_family_25_member_13	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022796933_1	F5_F8_type_C/Ig_3/fn3/GPS/7tm_2/	fibronectin.HG3.0:NA	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022796919_1	F5_F8_type_C/	coagulation_factor_VIII	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022786614_1	TIMP/	TIMP_metallopeptidase_inhibitor_3	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022802485_1	Peptidase_M20/M20_dimer/	peptidase_M20_domain_containing_2	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022804208_1	SNF/	solute_carrier_family_6_member_15	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022804203_1	SNF/	solute_carrier_family_6_member_19	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022804207_1	SNF/	solute_carrier_family_6_member_19	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022787118_1	MG3/MG4/A2M_BRD/A2M/TED_complement/A2M_recep/	C3_and_PZP_like_alpha_2_macroglobulin_domain_containing_8	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022785753_1	Asparaginase_2/	aspartylglucosaminidase	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022796235_1	AMP-binding/AMP-binding_C/	acyl_CoA_synthetase_short_chain_family_member_2	FALSE	TRUE	FALSE	TRUE	FALSE
Spis_XP_022786760_1	Pyrid_oxidase_2/	cellular_repressor_of_E1A_stimulated_genes_2	FALSE	TRUE	TRUE	TRUE	FALSE
Spis_XP_022806518_1	Sushi/VWA/Trypsin/	transmembrane_serine_protease_11D	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022782979_1	MFS_1/	solute_carrier_family_16_member_10	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022782990_1	MFS_1/	solute_carrier_family_16_member_10	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022791198_1	MFS_1/	solute_carrier_family_16_member_10	FALSE	TRUE	TRUE	TRUE	FALSE
Spis_XP_022794332_1	MFS_1/	solute_carrier_family_16_member_5	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022804825_1	MFS_1/	solute_carrier_family_16_member_3	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022782951_1	MFS_1/	solute_carrier_family_16_member_9	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022800320_1	Sulfate_transp/STAS/	solute_carrier_family_26_member_6	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022790912_1	Sulfatase/Sulfatase_C/	steroid_sulfatase	FALSE	TRUE	FALSE	TRUE	FALSE
Spis7649_1	""	legumain	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022783993_1	Ras/	RAB8A_member_RAS_oncogene_family	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022782610_1	SSF/	SSF.HG2.7:like:SLC5A3:likeclu:6	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022779292_1	Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/COLFI/	Collagen.HG2.19:like:COL24A1/COL27A1:likeclu:20	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022803051_1	Death/DEAD/Helicase_C/	DEAD.HG43.0:DDX60/DDX60L	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022789735_1	DEAD/Helicase_C/	DEAD.HG43.0:DDX60/DDX60L	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022803055_1	DEAD/Helicase_C/	DEAD.HG43.0:DDX60/DDX60L	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022803066_1	DEAD/Helicase_C/	DEAD.HG43.0:DDX60/DDX60L	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022803052_1	DEAD/Helicase_C/	DEAD.HG43.0:DDX60/DDX60L	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022801400_1	Glyco_hydro_2_N/Glyco_hydro_2/Glyco_hydro_2_C/	glucuronidase_beta	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022794889_1	7tm_1/	GPCR-rhodopsin.HG3.99:NA	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022798168_1	7tm_1/	GPCR-rhodopsin.HG3.38:NA	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022781499_1	7tm_1/	GPCR-rhodopsin.HG3.45:NA	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022798794_1	7tm_1/7tm_1/	melanocortin_4_receptor	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022781063_1	7tm_1/7tm_1/	GPCR-rhodopsin.HG3.46:NA	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022780728_1	7tm_1/	GPCR-rhodopsin.HG3.15:NA	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022790491_1	7tm_1/	GPCR-rhodopsin.HG3.80:NA	FALSE	FALSE	TRUE	TRUE	FALSE
Spis_XP_022777767_1	F5_F8_type_C/F5_F8_type_C/fn3/fn3/fn3/PTP_tm/	neuropilin_2	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022807190_1	F5_F8_type_C/F5_F8_type_C/fn3/fn3/PTP_tm/Y_phosphatase/	protein_tyrosine_phosphatase_receptor_type_D	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022808474_1	F5_F8_type_C/F5_F8_type_C/fn3/F5_F8_type_C/F5_F8_type_C/fn3/fn3/fn3/fn3/fn3/fn3/PTP_tm/	sidekick_cell_adhesion_molecule_2	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022810231_1	F5_F8_type_C/F5_F8_type_C/fn3/fn3/fn3/fn3/	protein_tyrosine_phosphatase_receptor_type_D	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022796922_1	F5_F8_type_C/fn3/fn3/fn3/	sidekick_cell_adhesion_molecule_2	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022806637_1	F5_F8_type_C/F5_F8_type_C/fn3/fn3/F5_F8_type_C/F5_F8_type_C/fn3/fn3/fn3/fn3/fn3/fn3/PTP_tm/	sidekick_cell_adhesion_molecule_2	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022808746_1	HTH_Tnp_1/F5_F8_type_C/fn3/F5_F8_type_C/fn3/fn3/fn3/fn3/fn3/PTP_tm/	sidekick_cell_adhesion_molecule_2	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022777801_1	F5_F8_type_C/fn3/F5_F8_type_C/F5_F8_type_C/fn3/	sidekick_cell_adhesion_molecule_2	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022783168_1	F5_F8_type_C/fn3/I-set/Ig_3/	neogenin_1	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022799587_1	F5_F8_type_C/	discoidin_domain_receptor_tyrosine_kinase_2	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022793315_1	F5_F8_type_C/F5_F8_type_C/fn3/fn3/fn3/fn3/I-set/Ig_3/	protein_tyrosine_phosphatase_receptor_type_D	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022793299_1	CUB/Ig_3/Ig_3/Pkinase_Tyr/	Pkinase.HG14.0:like:MUSK/NTRK1/NTRK2/NTRK3/PTK7/ROR1/ROR2:likeclu:8/10/11/13	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022780727_1	Abhydro_lipase/	lipase_family_member_K	FALSE	TRUE	TRUE	TRUE	FALSE
Spis24797_1	EGF/EGF/	eyes_shut_homolog	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022785723_1	Cation_ATPase_N/E1-E2_ATPase/E1-E2_ATPase/Cation_ATPase/Hydrolase_3/Cation_ATPase_C/ATP_Ca_trans_C/	PMCA.HG3.0:ATP2B1/ATP2B2/ATP2B3/ATP2B4	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022778610_1	Peptidase_M20/M20_dimer/	carnosine_dipeptidase_2	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022795555_1	Ammonium_transp/	Rh_family_C_glycoprotein	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022795556_1	Ammonium_transp/	Rh_family_C_glycoprotein	FALSE	TRUE	FALSE	TRUE	TRUE
Spis_XP_022795558_1	Ammonium_transp/	Rh_family_B_glycoprotein_gene_pseudogene_	FALSE	TRUE	TRUE	TRUE	TRUE
Spis_XP_022782720_1	Granulin/Granulin/	granulin_precursor	FALSE	TRUE	FALSE	TRUE	FALSE
Spis_XP_022791196_1	RasGAP/RasGAP_C/	RasGAP.HG2.0:like:IQGAP1/IQGAP2/IQGAP3:likeclu:1	FALSE	TRUE	FALSE	TRUE	FALSE
Spis_XP_022810456_1	BTB/BACK/PHR/	BTB.HG3.0:BTBD1/BTBD2/BTBD3/BTBD6	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022782327_1	Glyco_transf_8/	glycogenin_1	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022782345_1	Glyco_transf_8/	glycogenin_1	FALSE	FALSE	FALSE	TRUE	FALSE
Spis4579_1	""	glycogenin_1	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022810040_1	Nramp/	solute_carrier_family_11_member_2	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022807465_1	Macro/Macro/Macro/PARP/	poly_ADP_ribose_polymerase_family_member_14	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022795893_1	Macro/Macro/Macro/PARP/	poly_ADP_ribose_polymerase_family_member_14	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022795889_1	Macro/Macro/Macro/PARP/	poly_ADP_ribose_polymerase_family_member_14	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022787787_1	Macro/Macro/Macro/WWE/PARP/	poly_ADP_ribose_polymerase_family_member_14	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022791105_1	Macro/Macro/	poly_ADP_ribose_polymerase_family_member_14	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022791106_1	PARP/	poly_ADP_ribose_polymerase_family_member_14	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022787800_1	PARP/	poly_ADP_ribose_polymerase_family_member_15	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022807470_1	Macro/	poly_ADP_ribose_polymerase_family_member_14	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022782713_1	Pkinase_Tyr/	Pkinase.HG1.0:NA	FALSE	FALSE	TRUE	TRUE	TRUE
Spis_XP_022808569_1	Peptidase_S28/	serine_protease_16	FALSE	TRUE	FALSE	TRUE	TRUE
Spis_XP_022781185_1	Ras/	ras_homolog_family_member_B	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022785636_1	Folate_rec/	folate_receptor_gamma	FALSE	TRUE	FALSE	TRUE	FALSE
Spis_XP_022802828_1	Astacin/ShK/	meprin_A_subunit_alpha	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022805381_1	Astacin/ShK/	meprin_A_subunit_beta	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022799178_1	Astacin/MAM/	meprin_A_subunit_beta	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022797854_1	AAA_11/AAA_11/AAA_12/RNB/AAA_11/	helicase_with_zinc_finger_2	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022797830_1	AAA_11/AAA_11/AAA_12/	helicase_with_zinc_finger	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022797832_1	AAA_30/AAA_12/RNB/RNB/AAA_11/AAA_12/	helicase_with_zinc_finger_2	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022797846_1	AAA_11/AAA_11/AAA_12/RNB/AAA_11/AAA_12/	helicase_with_zinc_finger_2	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022809791_1	AAA_11/AAA_11/AAA_12/RNB/AAA_11/AAA_12/	helicase_with_zinc_finger_2	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022784955_1	AAA_11/AAA_11/AAA_12/RNB/AAA_11/AAA_12/	helicase_with_zinc_finger_2	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022780316_1	AAA_11/AAA_11/AAA_12/	helicase_with_zinc_finger	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022797831_1	RNB/AAA_11/AAA_12/	helicase_with_zinc_finger_2	FALSE	FALSE	TRUE	TRUE	FALSE
Spis_XP_022780295_1	RNB/AAA_11/AAA_11/AAA_12/	helicase_with_zinc_finger_2	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022797853_1	RNB/	helicase_with_zinc_finger_2	FALSE	FALSE	FALSE	TRUE	FALSE
Spis_XP_022785081_1	ABC_membrane/ABC_tran/ABC_tran/ABC_membrane/ABC_tran/	ATP_binding_cassette_subfamily_C_member_1	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022800111_1	ABC_membrane/ABC_tran/ABC_membrane/ABC_tran/	ATP_binding_cassette_subfamily_C_member_1	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022804087_1	ABC_membrane/ABC_tran/ABC_membrane/ABC_tran/	ATP_binding_cassette_subfamily_C_member_1	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022801987_1	ABC_membrane/ABC_tran/ABC_membrane/ABC_tran/	ATP_binding_cassette_subfamily_C_member_1	FALSE	TRUE	FALSE	TRUE	TRUE
Spis_XP_022804094_1	ABC_membrane/ABC_membrane/ABC_tran/	ATP_binding_cassette_subfamily_C_member_1	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022798569_1	I-set/I-set/Ig_3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/Y_phosphatase/Y_phosphatase/	protein_tyrosine_phosphatase_receptor_type_D	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022793780_1	Y_phosphatase/	protein_tyrosine_phosphatase_receptor_type_D	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022798564_1	Y_phosphatase/Y_phosphatase/	protein_tyrosine_phosphatase_receptor_type_S	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022781576_1	Tropomyosin/	tropomyosin alpha-4 chain-like	FALSE	TRUE	FALSE	TRUE	TRUE
Spis_XP_022792377_1	SDF/	solute_carrier_family_1_member_2	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022779104_1	SDF/	solute_carrier_family_1_member_2	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022779133_1	SDF/	solute_carrier_family_1_member_2	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022779105_1	SDF/SDF/	solute_carrier_family_1_member_2	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022779181_1	SDF/	solute_carrier_family_1_member_2	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022787918_1	Astacin/CUB/CUB/	tolloid_like_1	FALSE	FALSE	FALSE	TRUE	TRUE
Spis_XP_022783737_1	Aldolase_II/	adducin_1	FALSE	FALSE	FALSE	TRUE	TRUE
