group	gene	pfam	humanog	tf
Spis_neuron_6	Spis_XP_022777473_1	Laminin_G_3/Laminin_N/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/fn3/fn3/fn3/Laminin_G_2/Laminin_G_2/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/	fibronectin.HG21.1:USH2A	FALSE
Spis_neuron_6	Spis_XP_022807370_1	Pkinase_Tyr/	Pkinase.HG4.5:NA	FALSE
Spis_neuron_6	Spis_XP_022804259_1	fn3/Pkinase_Tyr/	fibronectin.HG4.21:like:ELSPBP1:likeclu:0	FALSE
Spis_neuron_6	Spis_XP_022795036_1	Pkinase_Tyr/Pkinase_Tyr/	Pkinase.HG4.1:NA	FALSE
Spis_neuron_6	Spis_XP_022806859_1	DHC_N2/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/	dynein_axonemal_heavy_chain_3	FALSE
Spis_neuron_6	Spis_XP_022800292_1	DHC_N1/DHC_N2/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/	dynein_axonemal_heavy_chain_17	FALSE
Spis_neuron_6	Spis_XP_022797723_1	DHC_N1/DHC_N2/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/	dynein_axonemal_heavy_chain_2	FALSE
Spis_neuron_6	Spis_XP_022781406_1	ANF_receptor/7tm_3/	GPCR-glutamate.HG2.13:like:GABBR1/GABBR2:likeclu:17/23	FALSE
Spis_neuron_6	Spis_XP_022804067_1	DHC_N1/DHC_N2/AAA_6/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/	dynein_cytoplasmic_2_heavy_chain_1	FALSE
Spis_neuron_6	Spis_XP_022789568_1	TPR_12/TPR_12/TPR_12/CHAT/	tetratricopeptide_repeat_domain_28	FALSE
Spis_neuron_6	Spis_XP_022806523_1	Histone/	H3_clustered_histone_13	FALSE
Spis_neuron_6	Spis_XP_022781022_1	Prefoldin_2/	prefoldin_subunit_4	FALSE
Spis_neuron_6	Spis_XP_022799881_1	Aa_trans/	solute_carrier_family_38_member_10	FALSE
Spis_neuron_6	Spis_XP_022798251_1	fn3/fn3/fn3/fn3/fn3/	fibronectin.HG22.1:like:FNDC3A/FNDC3B:likeclu:2	FALSE
Spis_neuron_6	Spis_XP_022784621_1	ANF_receptor/7tm_3/	GPCR-glutamate.HG1.33:GPRC5A/GPRC5B/GPRC5C/GPRC5D/GRM1/GRM2/GRM3/GRM4/GRM5/GRM6/GRM7/GRM8	FALSE
Spis_neuron_6	Spis_XP_022791312_1	SIR2/	SIR2.HG3.1:SIRT5	FALSE
Spis_neuron_6	Spis_XP_022793340_1	7tm_1/	GPCR-rhodopsin.HG28.0:NA	FALSE
Spis_neuron_6	Spis_XP_022780263_1	ANF_receptor/Pkinase_Tyr/Guanylate_cyc/	ANF_receptor.HG3.13:like:GUCY2D/GUCY2F/NPR1/NPR2/NPR3:likeclu:1/7	FALSE
Spis_neuron_6	Spis_XP_022796615_1	GAF/GAF/PDEase_I/	phosphodiesterase_11A	FALSE
Spis_neuron_6	Spis_XP_022803957_1	PLAT/Lipoxygenase/	arachidonate_5_lipoxygenase	FALSE
Spis_neuron_6	Spis_XP_022790414_1	uDENN/DENN/	MAP_kinase_activating_death_domain	FALSE
Spis_neuron_6	Spis_XP_022786289_1	Ion_trans/cNMP_binding/	ion-NaKCa.HG10.5:like:KCNH2/KCNH6/KCNH7:likeclu:3	FALSE
Spis_neuron_6	Spis_XP_022803520_1	GAF_2/GAF/PDEase_I/	phosphodiesterase_10A	FALSE
Spis_neuron_6	Spis_XP_022784075_1	Endosulfine/	endosulfine_alpha	FALSE
Spis_neuron_6	Spis_XP_022797761_1	Zona_pellucida/	CUB_and_zona_pellucida_like_domains_1	FALSE
Spis_neuron_6	Spis_XP_022796266_1	Glycos_transf_1/	death_effector_domain_containing	FALSE
Spis_neuron_6	Spis_XP_022798653_1	BTB_2/Ion_trans/	ion-NaKCa.HG8.14:like:KCNB1/KCNB2/KCNF1/KCNG1/KCNG2/KCNG3/KCNG4/KCNS1/KCNS2/KCNS3/KCNV1/KCNV2:likeclu:8	FALSE
Spis_neuron_6	Spis_XP_022789977_1	BTB_2/Ion_trans/	ion-NaKCa.HG1.25:like:KCNA1/KCNA2/KCNA3/KCNA4/KCNA5/KCNA6/KCNA7/KCNA10:likeclu:6	FALSE
Spis_neuron_6	Spis_XP_022798642_1	BTB_2/Ion_trans/	ion-NaKCa.HG8.16:like:KCNB1/KCNB2/KCNF1/KCNG1/KCNG2/KCNG3/KCNG4/KCNS1/KCNS2/KCNS3/KCNV1/KCNV2:likeclu:8	FALSE
Spis_neuron_6	Spis_XP_022801000_1	zf-MYND/	zinc_finger_MYND_type_containing_12	FALSE
Spis_neuron_6	Spis_XP_022778949_1	SIR2/	SIR2.HG1.4:SIRT3	FALSE
Spis_neuron_6	Spis_XP_022793299_1	CUB/Ig_3/Ig_3/Pkinase_Tyr/	Pkinase.HG14.0:like:MUSK/NTRK1/NTRK2/NTRK3/PTK7/ROR1/ROR2:likeclu:8/10/11/13	FALSE
Spis_neuron_6	Spis_XP_022781585_1	Ig_3/I-set/I-set/	fibroblast_growth_factor_receptor_like_1	FALSE
Spis_neuron_6	Spis_XP_022783441_1	CECR6_TMEM121/	""	FALSE
Spis_neuron_6	Spis_XP_022805663_1	COLFI/	Collagen.HG1.18:like:FCN1/MSR1/SCARA5:likeclu:15	FALSE
Spis_neuron_6	Spis_XP_022782152_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022789873_1	TPR_12/TPR_12/TPR_12/TPR_12/TPR_7/TPR_12/TPR_12/	""	FALSE
Spis_neuron_6	Spis_XP_022804361_1	fn3/fn3/	protein_tyrosine_phosphatase_receptor_type_S	FALSE
Spis_neuron_6	Spis_XP_022790229_1	Mt_ATP-synt_D/Mt_ATP-synt_D/	ATP_synthase_peripheral_stalk_subunit_d	FALSE
Spis_neuron_6	Spis_XP_022781419_1	""	primary_cilia_formation	FALSE
Spis_neuron_6	Spis_XP_022779262_1	""	mucin-17-like isoform X1	FALSE
Spis_neuron_6	Spis_XP_022792261_1	7tm_1/	GPCR-rhodopsin.HG25.22:NA	FALSE
Spis_neuron_6	Spis_XP_022787341_1	KH_1/KH_1/KH_1/KH_1/	KH.HG7.0:IGF2BP1/IGF2BP2/IGF2BP3	FALSE
Spis_neuron_6	Spis_XP_022807844_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022794014_1	CUB/GPS/7tm_2/	GPCR-secretin.HG1.24:like:ADGRE1/ADGRE2/ADGRE3/ADGRE5/ADGRL1/ADGRL2/ADGRL3/ADGRL4/CELSR1/CELSR2/CELSR3:likeclu:35/44/45/46/47/72/73	FALSE
Spis_neuron_6	Spis_XP_022797242_1	""	sporulation-specific protein 15-like	FALSE
Spis_neuron_6	Spis_XP_022777684_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022804107_1	PAN_1/COLFI/	Collagen.HG4.2:like:CCBE1/COLEC12/SCARA3:likeclu:3	FALSE
Spis_neuron_6	Spis_XP_022798355_1	Pep_M12B_propep/Reprolysin/ADAM_CR_2/TSP_1/ADAM_spacer1/TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/	ADAM_metallopeptidase_with_thrombospondin_type_1_motif_6	FALSE
Spis_neuron_6	Spis_XP_022805941_1	DHC_N1/DHC_N2/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/	dynein_axonemal_heavy_chain_5	FALSE
Spis_neuron_6	Spis_XP_022797069_1	PDZ/Myosin_head/IQ/Myosin_tail_1/	Myosin.HG10.0:MYO18A/MYO18B	FALSE
Spis_neuron_6	Spis_XP_022779337_1	Pkinase_Tyr/	Pkinase.HG6.8:ACVR2A/ACVR2B	FALSE
Spis_neuron_6	Spis_XP_022782265_1	Thiolase_N/Thiolase_C/	sterol_carrier_protein_2	FALSE
Spis_neuron_6	Spis_XP_022804157_1	""	WD_repeat_domain_60	FALSE
Spis_neuron_6	Spis23483_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022793696_1	Aminotran_1_2/	glutamic_oxaloacetic_transaminase_2	FALSE
Spis_neuron_6	Spis_XP_022809120_1	PH_TFIIH/BSD/	general_transcription_factor_IIH_subunit_1	FALSE
Spis_neuron_6	Spis_XP_022805937_1	AC_N/Guanylate_cyc/DUF1053/Guanylate_cyc/	adenylate_cyclase_5	FALSE
Spis_neuron_6	Spis_XP_022807505_1	Pkinase/	Pkinase.HG115.0:TAOK1/TAOK2/TAOK3	FALSE
Spis_neuron_6	Spis_XP_022805491_1	BSD/	synapse_associated_protein_1	FALSE
Spis_neuron_6	Spis_XP_022779642_1	zf-RING_5/	ring_finger_protein_212	FALSE
Spis_neuron_6	Spis_XP_022806086_1	G-alpha/	G_protein_subunit_alpha_i1	FALSE
Spis_neuron_6	Spis_XP_022784120_1	SIR2/	SIR2.HG2.3:SIRT6	FALSE
Spis_neuron_6	Spis_XP_022788373_1	PACT_coil_coil/	A_kinase_anchoring_protein_9	FALSE
Spis_neuron_6	Spis_XP_022806449_1	DUF229/	""	FALSE
Spis_neuron_6	Spis_XP_022785277_1	PH_14/EF-hand_like/PI-PLC-X/PI-PLC-Y/DUF1154/	phospholipase_C_beta_4	FALSE
Spis_neuron_6	Spis_XP_022802711_1	Ig_3/Ig_3/Ig_3/Ig_3/	immunoglobulin_superfamily_member_10	FALSE
Spis_neuron_6	Spis_XP_022781968_1	Tropomyosin/	tropomyosin-like	FALSE
Spis_neuron_6	Spis_XP_022791711_1	Ank_2/Ank_4/Ion_trans/	ion-NaKCa.HG4.1:TRPA1	FALSE
Spis_neuron_6	Spis_XP_022779652_1	SNF/	solute_carrier_family_6_member_19	FALSE
Spis_neuron_6	Spis_XP_022809733_1	Ig_3/Ig_3/fn3/	fibronectin.HG2.37:like:AXL/MERTK/NPHS1/ROS1/TEK/TIE1/TYRO3/VSIG10L2:likeclu:13/15/17/18/24	FALSE
Spis_neuron_6	Spis_XP_022788033_1	ADK/Dpy-30/	adenylate_kinase_7	FALSE
Spis_neuron_6	Spis_XP_022780420_1	WD40/	dynein_axonemal_intermediate_chain_1	FALSE
Spis_neuron_6	Spis_XP_022786478_1	""	cilia_and_flagella_associated_protein_157	FALSE
Spis_neuron_6	Spis_XP_022798347_1	WD40/Utp12/	WD_repeat_domain_43	FALSE
Spis_neuron_6	Spis_XP_022798775_1	Sfi1/Sfi1/	""	FALSE
Spis_neuron_6	Spis_XP_022786521_1	PTPlike_phytase/PTPlike_phytase/	phosphatase_domain_containing_paladin_1	FALSE
Spis_neuron_6	Spis_XP_022794402_1	Med26/	protein_phosphatase_1_regulatory_subunit_10	FALSE
Spis_neuron_6	Spis_XP_022803393_1	WH1/	Homer.HG3.0:HOMER1/HOMER2/HOMER3	FALSE
Spis_neuron_6	Spis_XP_022782698_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022800179_1	HELP/WD40/WD40/WD40/	EMAP_like_2	FALSE
Spis_neuron_6	Spis_XP_022792613_1	LRR_8/LRR_5/LRR_8/LRR_8/LRR_8/EGF_CA/EGF_CA/EGF_3/TSP_3/TSP_3/TSP_3/TSP_3/TSP_3/TSP_3/TSP_C/Laminin_G_3/	Laminin.HG18.0:NA	FALSE
Spis_neuron_6	Spis_XP_022786672_1	Peptidase_S8/	membrane_bound_transcription_factor_peptidase_site_1	FALSE
Spis_neuron_6	Spis_XP_022801942_1	PDEase_I_N/PDEase_I/	phosphodiesterase_1C	FALSE
Spis_neuron_6	Spis_XP_022789872_1	Histone/Histone_H2A_C/Macro/	Histone.HG4.0:NA	FALSE
Spis_neuron_6	Spis_XP_022781832_1	TPH/	cilia- and flagella-associated protein 53-like	FALSE
Spis_neuron_6	Spis_XP_022799372_1	BTB_2/	potassium_channel_tetramerization_domain_containing_8	FALSE
Spis_neuron_6	Spis_XP_022781094_1	PPP5/Metallophos/EF-hand_7/	protein_phosphatase_with_EF_hand_domain_2	FALSE
Spis_neuron_6	Spis_XP_022797570_1	EF-hand_5/EF-hand_7/	neurocalcin_delta	FALSE
Spis_neuron_6	Spis_XP_022789055_1	""	SPG21_abhydrolase_domain_containing_maspardin	FALSE
Spis_neuron_6	Spis_XP_022802440_1	7tm_1/	GPCR-rhodopsin.HG71.1:NA	FALSE
Spis_neuron_6	Spis_XP_022799046_1	HH_signal/Hint/	HH_signal.HG1.2:DHH/IHH/SHH	FALSE
Spis_neuron_6	Spis_XP_022791279_1	Death/SH2/	""	FALSE
Spis_neuron_6	Spis_XP_022803537_1	Aldedh/Aldedh/	aldehyde_dehydrogenase_5_family_member_A1	FALSE
Spis_neuron_6	Spis_XP_022805100_1	DAGK_cat/	ceramide_kinase	FALSE
Spis_neuron_6	Spis_XP_022805906_1	PDZ/RGS-like/C1_1/RhoGEF/PH_16/	PDZ.HG2.0:ARHGEF11/ARHGEF12	FALSE
Spis_neuron_6	Spis_XP_022794326_1	""	golgin subfamily A member 4-like	FALSE
Spis_neuron_6	Spis_XP_022794224_1	p25-alpha/	tubulin_polymerization_promoting_protein_family_member_2	FALSE
Spis_neuron_6	Spis_XP_022783177_1	EF-hand_4/EF-hand_4/	intersectin_1	FALSE
Spis_neuron_6	Spis_XP_022790934_1	Pkinase/	Pkinase.HG159.0:MOK	FALSE
Spis_neuron_6	Spis_XP_022785254_1	MFS_1_like/	major_facilitator_superfamily_domain_containing_6	FALSE
Spis_neuron_6	Spis_XP_022795419_1	Pyr_redox_3/	FAD_dependent_oxidoreductase_domain_containing_2	FALSE
Spis_neuron_6	Spis_XP_022779274_1	WD40/WD40/WD40/WD40/WD40/WD40/	sperm_associated_antigen_16	FALSE
Spis_neuron_6	Spis_XP_022798029_1	DAO/	D_aspartate_oxidase	FALSE
Spis_neuron_6	Spis_XP_022798357_1	Cyclin_N/	cyclin_Y	FALSE
Spis_neuron_6	Spis_XP_022808441_1	CRAL_TRIO_2/RhoGAP/	PRR5_ARHGAP8_readthrough	FALSE
Spis_neuron_6	Spis_XP_022791611_1	C2/C2/RasGAP/RasGAP/PH/BTK/	RasGAP.HG1.1:RASA2/RASA3	FALSE
Spis_neuron_6	Spis_XP_022804449_1	Kinesin/FHA/	kinesin_family_member_1B	FALSE
Spis_neuron_6	Spis_XP_022800760_1	CRAL_TRIO/Motile_Sperm/	motile_sperm_domain_containing_2	FALSE
Spis_neuron_6	Spis_XP_022801019_1	SM-ATX/LsmAD/	ataxin_2_like	FALSE
Spis_neuron_6	Spis_XP_022789167_1	IQ/	NMDA_receptor_synaptonuclear_signaling_and_neuronal_migration_factor	FALSE
Spis_neuron_6	Spis_XP_022797547_1	APP_N/APP_Cu_bd/APP_E2/APP_amyloid/	amyloid_beta_precursor_like_protein_2	FALSE
Spis_neuron_6	Spis_XP_022800466_1	Ion_trans_2/Ion_trans_2/	potassium_two_pore_domain_channel_subfamily_K_member_1	FALSE
Spis_neuron_6	Spis_XP_022786567_1	FERM_N/FERM_M/zf-C3HC4_3/	FERM_M.HG5.2:like:MYLIP:likeclu:1	FALSE
Spis_neuron_6	Spis_XP_022802737_1	""	myosin-2 heavy chain, non muscle-like isoform X1	FALSE
Spis_neuron_6	Spis_XP_022801117_1	BTB_2/	potassium_channel_tetramerization_domain_containing_7	FALSE
Spis_neuron_6	Spis_XP_022807319_1	Ank_4/	protein_phosphatase_1_regulatory_subunit_27	FALSE
Spis_neuron_6	Spis_XP_022805580_1	""	LOW QUALITY PROTEIN: trichohyalin-like	FALSE
Spis_neuron_6	Spis_XP_022790535_1	KH_1/KH_1/KH_1/KH_1/	KH.HG1.3:FUBP1/FUBP3/KHSRP	FALSE
Spis_neuron_6	Spis_XP_022791202_1	Kinesin/PH/	kinesin_family_member_16B	FALSE
Spis_neuron_6	Spis_XP_022785789_1	HSCB_C/	HscB_mitochondrial_iron_sulfur_cluster_cochaperone	FALSE
Spis_neuron_6	Spis_XP_022802874_1	WD40/WD40/	actin_related_protein_2_3_complex_subunit_1A	FALSE
Spis_neuron_6	Spis_XP_022783736_1	zf-nanos/	zf-nanos.HG1.1:NANOS1	FALSE
Spis_neuron_6	Spis_XP_022782360_1	EF-hand_7/EF-hand_7/	calmodulin_like_6	FALSE
Spis_neuron_6	Spis_XP_022802490_1	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/	BTB.HG1.11:like:AL033529/BACH1/BACH2/BCL6/BCL6B/ENC1/GZF1/HIC1/HIC2/IPP/IVNS1ABP/KBTBD2/KBTBD3/KBTBD4/KBTBD6/KBTBD7/KBTBD8/KBTBD11/KBTBD12/KBTBD13/KEAP1/KLHL1/KLHL2/KLHL3/KLHL4/KLHL5/KLHL6/KLHL7/KLHL8/KLHL9/KLHL10/KLHL12/KLHL13/KLHL14/KLHL15/KLHL17/KLHL18/KLHL20/KLHL21/KLHL22/KLHL23/KLHL24/KLHL25/KLHL26/KLHL28/KLHL29/KLHL30/KLHL31/KLHL32/KLHL33/KLHL34/KLHL35/KLHL36/KLHL38/KLHL40/KLHL41/MYNN/NACC1/NACC2/PATZ1/ZBTB1/ZBTB2/ZBTB3/ZBTB4/ZBTB5/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB8B/ZBTB9/ZBTB10/ZBTB11/ZBTB12/ZBTB14/ZBTB16/ZBTB17/ZBTB18/ZBTB20/ZBTB21/ZBTB22/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB33/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB40/ZBTB41/ZBTB42/ZBTB43/ZBTB44/ZBTB45/ZBTB46/ZBTB47/ZBTB48/ZBTB49/ZNF131:likeclu:10/16/17/22/26/27/29/30/33/34/36/38/40/44/46/47/48/51/52/54/56/57/58/59/61/62/65/66/68/69/71/72/74/76/78/79/80/82/86/88/89/91/95/96/97/98/99/100/101/102/103/104/105/106/107/108/109/110/111/112/113/114/115/116/117/118/119/120/121/122/123/124/125/126/127/134	FALSE
Spis_neuron_6	Spis_XP_022799130_1	G-gamma/	G_protein_subunit_gamma_12	FALSE
Spis_neuron_6	Spis_XP_022794620_1	""	protein_phosphatase_4_regulatory_subunit_4	FALSE
Spis_neuron_6	Spis_XP_022792788_1	Na_Ca_ex/Na_Ca_ex_C/Calx-beta/Calx-beta/Na_Ca_ex/	ion-exch-NaCa.HG2.2:SLC8A1/SLC8A2/SLC8A3	FALSE
Spis_neuron_6	Spis_XP_022798445_1	RGS/	RGS.HG1.8:like:RGS17/RGS19/RGS20:likeclu:9	FALSE
Spis_neuron_6	Spis_XP_022787313_1	RRM_1/	RRM.HG2.13:TRA2A/TRA2B	FALSE
Spis_neuron_6	Spis_XP_022799177_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022788626_1	RIIa/IQ/IQ/	sperm_autoantigenic_protein_17	FALSE
Spis_neuron_6	Spis_XP_022785239_1	RNF220/zf-C3HC4_2/	ring_finger_protein_220	FALSE
Spis_neuron_6	Spis_XP_022783475_1	EF-hand_7/EF-hand_7/	centrin_3	FALSE
Spis_neuron_6	Spis_XP_022782344_1	CCDC154/	coiled-coil domain-containing protein 154-like	FALSE
Spis_neuron_6	Spis_XP_022800816_1	Phosphorylase/	glycogen_phosphorylase_muscle_associated	FALSE
Spis_neuron_6	Spis_XP_022796238_1	IQ/Ank_4/	IQ_motif_and_ankyrin_repeat_containing_1	FALSE
Spis_neuron_6	Spis_XP_022794857_1	PP2C/	protein_phosphatase_Mg2_Mn2_dependent_1E	FALSE
Spis_neuron_6	Spis_XP_022781467_1	CCDC92/	coiled_coil_domain_containing_92	FALSE
Spis_neuron_6	Spis_XP_022784101_1	DEAD/Helicase_C/	DEAD.HG6.3:DDX17/DDX5	FALSE
Spis_neuron_6	Spis_XP_022804969_1	""	Ral_GTPase_activating_protein_non_catalytic_subunit_beta	FALSE
Spis_neuron_6	Spis_XP_022800103_1	WD40/	WD_repeat_domain_54	FALSE
Spis_neuron_6	Spis_XP_022780003_1	SPRY/SOCS_box/	splA_ryanodine_receptor_domain_and_SOCS_box_containing_3	FALSE
Spis_neuron_6	Spis_XP_022799332_1	Il2rg/	""	FALSE
Spis_neuron_6	Spis_XP_022795806_1	Peptidase_M1_N/Peptidase_M1/ERAP1_C/	glutamyl_aminopeptidase	FALSE
Spis_neuron_6	Spis_XP_022796943_1	Ras/	RAP1A_member_of_RAS_oncogene_family	FALSE
Spis_neuron_6	Spis_XP_022779314_1	CHGN/	Fringe.HG2.0:CHPF2/CHSY1/CHSY3	FALSE
Spis_neuron_6	Spis_XP_022781887_1	Ank_2/	ankyrin_repeat_domain_63	FALSE
Spis_neuron_6	Spis_XP_022798536_1	MORN/MORN/MORN/MORN/MORN/MORN/MORN/	radial_spoke_head_component_1	FALSE
Spis_neuron_6	Spis11114_1	HSBP1/	""	FALSE
Spis_neuron_6	Spis_XP_022810237_1	KIAA1430/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/	annexin_A6	FALSE
Spis_neuron_6	Spis_XP_022787948_1	""	NIPBL_cohesin_loading_factor	FALSE
Spis_neuron_6	Spis_XP_022799159_1	BIR/	BIR.HG1.1:like:BIRC5/BIRC6:likeclu:5/6	FALSE
Spis_neuron_6	Spis_XP_022786380_1	PH/IRS/	docking_protein_1	FALSE
Spis_neuron_6	Spis_XP_022796715_1	Fz/Frizzled/	Frizzled.HG1.25:FZD10/FZD4/FZD9	FALSE
Spis_neuron_6	Spis_XP_022794792_1	WW/adh_short/	sterol_dehydrogenase.HG2.4:AL049779/DHRS13/DHRSX/RDH11/RDH12/RDH13/RDH14/WWOX	FALSE
Spis_neuron_6	Spis_XP_022794850_1	Somatomedin_B/TSP1_spondin/	thrombospondin_type_1_domain_containing_7B	FALSE
Spis_neuron_6	Spis_XP_022788848_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022803374_1	PDZ/PDZ/PDZ/PDZ/PDZ/PDZ/	PATJ_crumbs_cell_polarity_complex_component	FALSE
Spis_neuron_6	Spis_XP_022807299_1	Roc/TIR_2/	TIR.HG2.5:like:SARM1:likeclu:26	FALSE
Spis_neuron_6	Spis_XP_022785290_1	Sec61_beta/	SEC61_translocon_subunit_beta	FALSE
Spis_neuron_6	Spis_XP_022799381_1	DUF1077/	ER_membrane_protein_complex_subunit_4	FALSE
Spis_neuron_6	Spis_XP_022781657_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022783026_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022801003_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022790661_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022802772_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022802089_1	""	formin-like protein 6	FALSE
Spis_neuron_6	Spis_XP_022802423_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022797110_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022794295_1	Tektin/	coiled_coil_domain_containing_105	FALSE
Spis_neuron_6	Spis_XP_022804593_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022801679_1	""	mucin-17-like	FALSE
Spis_neuron_6	Spis_XP_022806141_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022796735_1	Ripply/	ripply_transcriptional_repressor_1	FALSE
Spis_neuron_6	Spis_XP_022781831_1	PDE8/PAS_9/PDEase_I/	phosphodiesterase_8B	FALSE
Spis_neuron_6	Spis_XP_022803823_1	Ribosomal_S13_N/Ribosomal_S15/	ribosomal_protein_S13	FALSE
Spis_neuron_6	Spis_XP_022796708_1	DUF4773/DUF4773/	""	FALSE
Spis_neuron_6	Spis_XP_022781972_1	Atthog/	modulator_of_smoothened	FALSE
Spis_neuron_6	Spis_XP_022786003_1	OST3_OST6/	tumor_suppressor_candidate_3	FALSE
Spis_neuron_6	Spis_XP_022795740_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022805133_1	FAM47/	family_with_sequence_similarity_47_member_C	FALSE
Spis_neuron_6	Spis_XP_022803476_1	Cyt-b5/	cytochrome_b5_type_A	FALSE
Spis_neuron_6	Spis_XP_022799565_1	""	""	FALSE
Spis_neuron_6	Spis_XP_022784529_1	Trypsin_2/	""	FALSE
Spis_neuron_7	Spis_XP_022793511_1	""	""	FALSE
Spis_neuron_7	Spis_XP_022789470_1	B56/	protein_phosphatase_2_regulatory_subunit_B_alpha	FALSE
Spis_neuron_7	Spis_XP_022802136_1	Pkinase/KA1/	Pkinase.HG60.2:SIK1/SIK1B/SIK2/SIK3	FALSE
Spis_neuron_7	Spis_XP_022805261_1	PBD/Pkinase/	Pkinase.HG90.1:PAK1/PAK2/PAK3	FALSE
Spis_neuron_7	Spis_XP_022807542_1	IP_trans/DDHD/DDHD/	phosphatidylinositol_transfer_protein_membrane_associated_2	FALSE
Spis_neuron_7	Spis_XP_022793410_1	Kinesin/	kinesin_family_member_26B	FALSE
Spis_neuron_8	Spis_XP_022799701_1	HLH/	HLH.ATOH8	TRUE
Spis_neuron_8	Spis_XP_022786844_1	MH1/MH2/	SMAD_MH1.like:SMAD1/SMAD2/SMAD3/SMAD5/SMAD9	TRUE
Spis_neuron_8	Spis_XP_022799818_1	AbfB/	""	FALSE
Spis_neuron_8	Spis_XP_022791506_1	LRRFIP/	LRR_binding_FLII_interacting_protein_2	FALSE
Spis_neuron_8	Spis_XP_022782123_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/	ion-NaKCa.HG27.0:NALCN	FALSE
Spis_neuron_8	Spis_XP_022801054_1	ubiquitin/	transmembrane_and_ubiquitin_like_domain_containing_2	FALSE
Spis_neuron_8	Spis_XP_022789109_1	Ion_trans_N/Ion_trans/cNMP_binding/	ion-NaKCa.HG21.1:HCN1/HCN2/HCN3/HCN4	FALSE
Spis_neuron_8	Spis_XP_022784927_1	ETF/ETF_alpha/	electron_transfer_flavoprotein_subunit_alpha	FALSE
Spis_neuron_8	Spis_XP_022799681_1	Metallophos/	protein_phosphatase_3_catalytic_subunit_gamma	FALSE
Spis_neuron_8	Spis_XP_022780114_1	TLE_N/WD40/WD40/	TLE_family_member_1_transcriptional_corepressor	FALSE
Spis_neuron_8	Spis_XP_022804752_1	CMAS/	DOT1.HG1.1:like:DOT1L:likeclu:2	FALSE
Spis_neuron_8	Spis_XP_022808146_1	RGS/Pkinase/PH/	Pkinase.HG134.1:GRK2/GRK3	FALSE
Spis_neuron_8	Spis_XP_022793702_1	PH_BEACH/Beach/WD40/WD40/WD40/WD40/	neutral_sphingomyelinase_activation_associated_factor	FALSE
Spis_neuron_8	Spis_XP_022789974_1	VCBS/	integrin_alpha_FG_GAP_repeat_containing_1	FALSE
Spis_neuron_8	Spis_XP_022781040_1	Ras/	RAB2A_member_RAS_oncogene_family	FALSE
Spis_neuron_8	Spis_XP_022794356_1	TMEM189_B_dmain/	transmembrane_protein_189	FALSE
Spis_neuron_8	Spis_XP_022790580_1	Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/SH3_1/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/EF-hand_7/EFhand_Ca_insen/	Spectrin.HG1.6:SPTA1/SPTAN1	FALSE
